Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000011021,-,CLCN6; CLC-6,-3.8147,0,1
ENSG00000011028,-,UPARAP; ENDO180; CD280; MRC2; CLEC13E,1.3533,0,0
ENSG00000011052,EC 2.7.4.6; EC 2.7.13.3,NM23-LV; NME1-NME2; NMELV,18.7687,0,1
ENSG00000011083,-,SLC6A7; PROT,-10.6961,0,1
ENSG00000011105,-,PP1057; TSPAN9; NET-5; NET5,-10.6961,0,1
ENSG00000011114,-,BTBD7; FUP1,-8.2811,0,0
ENSG00000011132,-,X11L2; APBA3; MGC:15815; mint3,-3.2513,0,0
ENSG00000011143,-,BBS13; POC12; MKS1; JBTS28; MES; MKS,-3.1131,0,0
ENSG00000011198,EC 2.3.1.51,ABHD5; CGI58; IECN2; NCIE2,4.9634,0,0
ENSG00000011201,-,KAL; KAL1; WFDC19; KMS; ANOS1; HH1; HHA; ADMLX; KALIG-1,-4.3576,0,0
ENSG00000011243,-,NAKAP; HAP95; AKAP8L; HA95; NAKAP95,-8.2811,0,0
ENSG00000011258,-,MBTD1; SA49P01,3.3775,0,0
ENSG00000011260,-,WDR50; UTP18; CGI-48,-6.2297,0,0
ENSG00000011275,EC 2.3.2.27,U7I1; CAHH; UBCE7IP1; TRIAD3; ZIN; RNF216,-2.2607,0,0
ENSG00000011295,-,MC3DN2; TTC19; 2010204O13Rik,13.0076,1,1
ENSG00000011304,-,pPTB; PTB3; PTBP1; HNRNP-I; PTB; HNRNPI; PTB-T; PTB2; HNRPI; PTB-1; PTB4,-4.7411,0,1
ENSG00000011332,-,neuro-d4; NEUD4; DPF1; BAF45b,-10.6961,0,0
ENSG00000011347,-,IPCA-7; PCANAP7; SYT-VII; SYT7; IPCA7; SYTVII,19.3217,0,0
ENSG00000011376,EC 6.1.1.4,HLASA; mtLeuRS; LARS2; LEURS; PRLTS4,32.7536,1,0
ENSG00000011405,EC 2.7.1.154,PI3K-C2-alpha; PI3-K-C2(ALPHA); PIK3C2A; OCSKD; PI3K-C2alpha; PI3-K-C2A; CPK,37.826,0,0
ENSG00000011422,-,URKR; UPAR; PLAUR; CD87; U-PAR,-0.9827,0,0
ENSG00000011426,-,Scraps; ANLN; scra; FSGS8,13.9633,0,0
ENSG00000011451,-,WIZ; ZNF803,-5.6553,0,0
ENSG00000011454,-,GPR21; TBC1D11; RABGAP1; GAPCENA,19.3217,0,0
ENSG00000011465,-,PG40; SLRR1B; CSCD; PGII; DCN; DSPG2; PGS2,37.826,0,0
ENSG00000011478,EC 2.3.2.5,QPCTL; gQC,19.3217,0,0
ENSG00000011485,EC 3.1.3.16,PPP5C; PPT; PP5; PPP5,-3.8147,0,0
ENSG00000011523,-,CEP68; KIAA0582,-2.4387,0,0
ENSG00000011566,EC 2.7.11.1,MAPKKKK3; RAB8IPL1; MAP4K3; GLK; MEKKK 3; MEKKK3,-4.4906,0,0
ENSG00000011590,-,FAXF; FAZF; TZFP; ZBTB32; Rog; ZNF538,-8.6672,0,0
ENSG00000011600,-,TYROBP; PLOSL; PLOSL1; DAP12; KARAP,-0.9827,0,0
ENSG00000011638,-,TMEM159,-5.1848,0,1
ENSG00000011677,-,GABRA3,-3.8147,0,0
ENSG00000012048,EC 2.3.2.27,PSCP; RNF53; IRIS; BRCA1; PNCA4; BRCAI; BRCC1; FANCS; PPP1R53; BROVCA1,37.826,0,0
ENSG00000012061,-,ERCC1; COFS4; UV20; RAD10,-6.2297,0,0
ENSG00000012124,-,SIGLEC-2; CD22; SIGLEC2,1.3533,0,0
ENSG00000012171,-,semaV; LUCA-1; SemA; SEMAA; SEMA3B; SEMA5,-10.6961,0,0
ENSG00000012174,EC 3.4.24.85,S2P; OI19; MBTPS2; BRESEK; IFAP; KFSDX; KFSD; OLMSX,-4.4906,0,0
ENSG00000012211,-,PRICKLE3; Pk3; LMO6,-10.6961,0,0
ENSG00000012223,EC 3.4.21.-,HEL110; HLF2; GIG12; LF; LTF,-3.8147,0,0
ENSG00000012232,EC 2.4.1.223,ISDNA; RPR; EXTR1; REGR; BOTV; EXTL3; EXTL1L,-6.8878,0,0
ENSG00000012504,-,PFIC5; NR1H4; BAR; HRR1; FXR; HRR-1; RIP14,-0.9827,0,0
ENSG00000012660,EC 2.3.1.199,ELOVL5; SCA38; HELO1; dJ483K16.1,0.0434,0,0
ENSG00000012779,EC 1.13.11.-; EC 1.13.11.34,5-LOX; 5LPG; 5-LO; ALOX5; LOG5,-10.0112,0,0
ENSG00000012817,EC 1.14.11.67,KDM5D; HYA; SMCY; HY; JARID1D,-0.9827,0,0
ENSG00000012822,-,Cocoa; PP13275; CALCOCO1; calphoglin,-3.9004,0,0
ENSG00000012963,EC 2.3.2.27,C14orf130; UBR7,-10.6961,0,0
ENSG00000012983,EC 2.7.11.1,GCKR; MAP4K5; MAPKKKK5; KHS; KHS1,-3.2513,0,0
ENSG00000013016,-,EHD3; PAST3,-4.7411,0,0
ENSG00000013275,-,RPT3; PSMC4; MIP224; TBP-7; S6; TBP7,-0.8105,0,1
ENSG00000013288,EC 3.2.1.24; EC 3.2.1.-,MAN2B2,-5.2802,0,0
ENSG00000013293,-,PPP1R142; SLC7A14,4.4365,0,1
ENSG00000013297,-,CLDN11; OTM; OSP,-8.2811,0,0
ENSG00000013306,-,CGI69; SLC25A39; CGI-69,36.4978,1,0
ENSG00000013364,-,MVP; LRP; VAULT1,-7.9301,0,0
ENSG00000013374,-,NUB1L; NUB1; NYREN18; BS4,-3.7952,0,0
ENSG00000013375,EC 5.4.2.3,IMD23; PAGM; PGM3; PGM 3; AGM1,-9.2075,0,1
ENSG00000013392,-,RWDD2; dJ747H23.2; RWDD2A,-10.6961,0,0
ENSG00000013441,EC 2.7.12.1,CLK; CLK1; CLK/STY; STY,-0.9827,0,0
ENSG00000013503,EC 2.7.7.6,INMAP; POLR3B; RPC2; C128; HLD8,19.3217,0,0
ENSG00000013523,-,Ccr4e; KIAA0759; ANGEL1,-6.2297,0,0
ENSG00000013561,EC 2.3.2.31,RNF14; ARA54; HRIHFB2038; TRIAD2; HFB30,-0.9827,0,0
ENSG00000013563,EC 3.1.21.-,DNL1L; G4.8; DNASE1L1; DNAS1L1; DNASEX; XIB,-6.2297,0,0
ENSG00000013573,EC 3.6.4.12,CHL1; KRG2; WABS; DDX11; CHLR1,3.7058,0,0
ENSG00000013583,-,HEBP; HBP; HEBP1,7.3937,1,1
ENSG00000013588,-,RAI3; RAIG1; GPRC5A; GPCR5A; TIG1; PEIG-1,19.3217,0,0
ENSG00000013619,-,CXorf6; F18; MAMLD1; CG1; HYSP2,-8.0704,0,0
ENSG00000013725,-,CD6; TP120,-10.6961,0,0
ENSG00000013810,-,maskin; ERIC-1; ERIC1; TACC3; Tacc4,0.9725,0,0
ENSG00000014123,EC 2.3.2.-,UFL1; KIAA0776; Maxer; RCAD; NLBP,1.0616,0,0
ENSG00000014138,-,POLA2,-10.6961,0,0
ENSG00000014164,-,ZC3HDC3; SMICL; ZC3H3,0.9725,0,0
ENSG00000014216,EC 3.4.22.52,CAPN1; muCL; CANPL1; muCANP; SPG76; CANP; CANP1,19.5533,0,0
ENSG00000014257,EC 3.1.3.2; EC 3.1.3.5,ACP3; 5'-NT; TM-PAP; ACP-3; ACPP,-4.079,0,0
ENSG00000014641,EC 1.1.1.37; EC 1.1.1.96,MDH-s; DEE88; HEL-S-32; EIEE88; MDHA; MGC:1375; MDH1; MOR2,12.0828,1,1
ENSG00000014824,-,ZNT9; SLC30A9; BILAPES; GAC63; HUEL; C4orf1,18.7541,1,0
ENSG00000014914,-,MTMR11; CRA,-5.0645,0,0
ENSG00000014919,-,COX15; CEMCOX2; MC4DN6,33.6546,1,0
ENSG00000015133,-,HYC1; KIAA1509; CCDC88C; DAPLE; HKRP2; SCA40,-0.8138,0,0
ENSG00000015153,-,YAF2,-3.8147,0,0
ENSG00000015171,-,BRAM1; BS69; ZMYND11; MRD30,-6.0415,0,0
ENSG00000015285,-,WAS; SCNX; THC; IMD2; THC1; WASPA; WASP,-2.7697,0,0
ENSG00000015413,EC 3.4.13.19; EC 3.5.2.6,DPEP1; MBD1; MDP; RDP,-4.4906,0,0
ENSG00000015475,-,FP497; BID,4.9239,1,0
ENSG00000015479,-,MPD2; MATR3; ALS21; VCPDM,4.1824,0,0
ENSG00000015520,-,NPC1L1; LDLCQ7; NPC11L1; SLC65A2,19.3217,0,1
ENSG00000015532,EC 2.4.2.26,XT2; XYLT2; xylT-II; SOS; PXYLT2; XT-II,-10.6961,0,0
ENSG00000015568,-,RGP5; RGPD5; HEL161; BS63; BS-63,-4.3576,0,0
ENSG00000015592,-,STMN4; RB3,-10.6961,0,1
ENSG00000015676,-,NUDCD3; NudCL,-10.6961,0,0
ENSG00000016082,-,ISLET1; Isl-1; ISL1,-10.6961,0,0
ENSG00000016391,EC 1.1.99.1,CHDH,16.4719,1,0
ENSG00000016402,-,CRF2-8; IL-20R-alpha; IL-20RA; IL-20R1; IL20RA,-3.8147,0,0
ENSG00000016490,EC 3.4.-.-,GOB5; CLCA1; CACC1; hCaCC-1; CLCRG1; CaCC-1; CACC; hCLCA1,-0.8138,0,0
ENSG00000016602,EC 3.4.-.-,CLCA4; CaCC2; CaCC,1.3533,0,0
ENSG00000016864,EC 2.4.1.-,GLT8D1; AD-017; MSTP139,-10.6961,0,0
ENSG00000017260,EC 7.2.2.10,ATP2C1A; hSPCA1; PMR1; SPCA1; ATP2C1; BCPM; HHD,19.3217,0,1
ENSG00000017373,-,-,0,-1,-1
ENSG00000017427,-,IGF1; IGF-I; IGF; MGF; IGFI,-10.0112,0,0
ENSG00000017483,-,JM24; pp7194; SNAT5; SLC38A5; SN2,0.9725,0,1
ENSG00000017621,-,-,0,-1,-1
ENSG00000017797,-,RLIP1; RIP1; RALBP1; RLIP76,-0.8809,0,0
ENSG00000018189,-,RUFY3; ZFYVE30; SINGAR1; RIPX,-0.9827,0,0
ENSG00000018236,-,CNTN1; GP135; F3; MYPCN,19.3217,0,0
ENSG00000018280,-,SLC11A1; LSH; NRAMP1; NRAMP,-10.6961,0,1
ENSG00000018408,-,WWTR1; TAZ,3.4912,0,0
ENSG00000018510,EC 2.5.1.26,AGPS; ADAS; RCDP3; ADHAPS; ADAP-S; ALDHPSY; ADPS,3.4923,0,0
ENSG00000018607,-,-,0,-1,-1
ENSG00000018610,-,CXorf56; MRX107; STEEP1,-8.0704,0,1
ENSG00000018625,EC 7.2.2.13,MHP2; FHM2; ATP1A2,35.7616,0,1
ENSG00000018699,-,TTC27,1.3533,0,0
ENSG00000018869,-,ZNF582,-10.6961,0,0
ENSG00000019102,-,CTXL; 2210413P10Rik; VSIG2; CTH,-2.7697,0,0
ENSG00000019144,-,PHLDB1; LL5A,-5.5448,0,0
ENSG00000019169,-,MARCO; SCARA2; SR-A6,-0.9827,0,0
ENSG00000019186,EC 1.14.15.16,CYP24A1; CYP24; HCAI; HCINF1; P450-CC24; CP24,1.3533,1,0
ENSG00000019485,EC 2.1.1.-,PRDM11; PFM8,-6.2297,0,0
ENSG00000019505,-,SYT13,-5.5041,0,0
ENSG00000019549,-,SLUG; SNAIL2; WS2D; SLUGH; SNAI2; SLUGH1,-5.2802,0,0
ENSG00000019582,-,p33; II; CD74; DHLAG; Ia-GAMMA; HLADG,-10.6961,0,0
ENSG00000019991,-,HGFB; DFNB39; HGF; HPTA; F-TCF; SF,-3.8147,0,0
ENSG00000019995,EC 3.4.19.12,ZRANB1; TRABID,4.9239,0,0
ENSG00000020129,-,NCDN,-1.4961,0,0
ENSG00000020181,-,ADGRA2; GPR124; TEM5,-6.2297,0,0
ENSG00000020219,-,-,0,-1,-1
ENSG00000020256,-,ZNF338; ZFP64,-10.6961,0,0
ENSG00000020426,-,TFB3; CAP35; MAT1; RNF66; MNAT1,-6.2297,0,0
ENSG00000020577,-,SAMD4A; SAMD4; SMAUG; SMG; SMAUG1; SMGA,-3.5158,0,0
ENSG00000020633,-,AML2; CBFA3; RUNX3; PEBP2aC,-8.5225,0,0
ENSG00000020922,EC 3.1.-.-,MRE11; MRE11A; MRE11B; ATLD; HNGS1,-6.608,0,0
ENSG00000021300,-,PHRET1; KPL1; PLEKHB1; PHR1,-2.8234,0,0
ENSG00000021355,-,EI; MNEI; PI2; LEI; HEL57; ELANH2; HEL-S-27; PI-2; M/NEI; SERPINB1,-7.9301,0,1
ENSG00000021461,EC 1.14.14.1,CYP3A43,-4.7411,0,0
ENSG00000021488,-,CSNU3; BAT1; SLC7A9,37.826,0,1
ENSG00000021574,EC 5.6.1.1,FSP2; SPAST; ADPSP; SPG4,-3.2256,0,0
ENSG00000021645,-,C14orf60; NRXN3,-7.5961,0,0
ENSG00000021762,-,OSBPL5; ORP5; OBPH1,-4.2008,0,0
ENSG00000021776,EC 3.6.4.13,fSAP164; IBP160; AQR,-8.0704,0,0
ENSG00000021826,EC 6.3.4.16,CPS1; CPSASE1; PHN,15.5621,1,1
ENSG00000021852,-,C82; C8B,-10.6961,0,0
ENSG00000022267,-,FHL1B; SLIMMER; RBMX1A; XMPMA; RBMX1B; SLIM-1; FHL1; FCMSU; FHL-1; SLIM; FLH1A; FHL1A; SLIM1; KYOT,35.7616,0,0
ENSG00000022277,-,CDAO5; SHUJUN-3; C20orf43; RTFDC1; RTF2; HSPC164,19.3217,0,0
ENSG00000022355,-,GABRA1; EJM5; ECA4; EJM; DEE19; EIEE19,-0.8138,0,0
ENSG00000022556,-,NBS1; CLR19.9; NALP2; NLRP2; PYPAF2; PAN1,-3.8147,0,0
ENSG00000022567,-,SLC45A4,-4.7007,0,1
ENSG00000022840,-,RIE2; RNF10,-0.5981,0,0
ENSG00000022976,-,ZNF839; C14orf131,-4.7007,0,0
ENSG00000023041,EC 2.3.1.225; EC 2.3.1.-,ZDHHC6; DHHC6; ZNF376; DHHC-6,-3.3441,0,0
ENSG00000023171,-,GRAMD1B; LINC01059,1.7096,0,0
ENSG00000023191,-,RAI; RNH; RNH1,-5.5448,0,0
ENSG00000023228,EC 7.1.1.2,CI-75Kd; CI-75k; MC1DN5; NDUFS1; PRO1304,36.8031,1,1
ENSG00000023287,-,PPP1R131; RB1CC1; CC1; FIP200; ATG17,-4.4728,0,0
ENSG00000023318,-,TXNDC4; ERP44; PDIA10,4.1531,0,1
ENSG00000023330,EC 2.3.1.37,ALAS3; MIG4; ALAS; ALASH; ALAS1; ALAS-H,26.3146,1,1
ENSG00000023445,EC 2.3.2.27,RNF49; API2; HAIP1; c-IAP2; BIRC3; CIAP2; IAP-1; MIHC; MALT2; AIP1; HIAP1,0.9725,0,0
ENSG00000023516,-,AKAP220; PPP1R44; PRKA11; AKAP11; AKAP-11,17.2637,0,0
ENSG00000023572,-,GLRX2; CGI-133; GRX2,17.9483,1,0
ENSG00000023608,-,SNAP43; SNAPC1; PTFgamma,19.3217,0,0
ENSG00000023697,EC 4.1.2.4,DERA; CGI-26; DEOC,-10.6961,0,0
ENSG00000023734,-,MAWD; STRAP; PT-WD; UNRIP,0.1799,0,0
ENSG00000023839,EC 7.6.2.2,CMOAT; cMRP; ABCC2; DJS; MRP2; ABC30,15.9076,0,1
ENSG00000023892,-,IBP; SLAT; DEF6; SWAP70L,-0.9827,0,0
ENSG00000023902,-,PLEKHO1; OC120; CKIP-1; JBP; CKIP1,-6.2297,0,0
ENSG00000023909,-,GLCLR; GCLM,-2.9457,0,0
ENSG00000024048,EC 2.3.2.27,dJ242G1.1; C6orf133; UBR2; bA49A4.1; dJ392M17.3,-8.2811,0,0
ENSG00000024422,-,EHD2; PAST2,-0.094,0,0
ENSG00000024526,-,SDP35; DEPDC1A; DEPDC1; DEP.8; DEPDC1-V2,-3.8147,0,0
ENSG00000024862,-,CCDC28A; CCRL1AP; C6orf80,1.3533,0,0
ENSG00000025039,EC 3.6.5.-,bA11D8.2.1; RRAGD; RAGD,-3.3441,0,0
ENSG00000025156,-,HSF 2; HSF2; HSTF 2,-3.8147,0,0
ENSG00000025293,-,TZP; C20orf104; GLEA2; TDRD20A; PHF20; HCA58; NZF,1.3533,0,0
ENSG00000025423,EC 1.1.1.239; EC 1.1.1.105; EC 1.1.1.62,HSD17B6; HSE; SDR9C6; RODH,2.1903,0,0
ENSG00000025434,-,NR1H3; LXRA; RLD-1; LXR-a,-3.3441,0,0
ENSG00000025708,EC 2.4.2.4,MTDPS1; TYMP; MEDPS1; hPD-ECGF; ECGF; ECGF1; MNGIE; PDECGF; TP,-8.0704,0,1
ENSG00000025770,-,NCAPH2; CAPH2,-10.0112,0,0
ENSG00000025772,-,HTOM34P; URCC3; TOM34; TOMM34,0.9725,1,0
ENSG00000025796,-,ERdj2; PCLD2; SEC63; SEC63L; DNAJC23; PRO2507,19.3217,0,0
ENSG00000025800,-,IPOA7; KPNA6,-7.8105,0,0
ENSG00000026025,-,VIM,-5.8378,0,0
ENSG00000026036,-,-,0,-1,-1
ENSG00000026103,-,CD95; FASTM; FAS; APO-1; ALPS1A; APT1; FAS1; TNFRSF6,-8.5225,0,0
ENSG00000026297,EC 4.6.1.19,RNASE6PL; RNASET2; bA514O12.3,-8.2811,0,0
ENSG00000026508,-,CDW44; HUTCH-I; IN; LHR; CSPG8; MC56; MDU2; MDU3; ECMR-III; MIC4; Pgp1; CD44; HCELL,37.826,0,0
ENSG00000026559,-,KCNG; kH2; K13; KCNG1; KV6.1,-10.6961,0,1
ENSG00000026652,EC 2.3.1.51,LPAAT-delta; 1-AGPAT4; dJ473J16.2; AGPAT4,-0.0064,0,0
ENSG00000026751,-,19A; CD319; CS1; SLAMF7; CRACC,37.826,0,0
ENSG00000026950,-,BTN3.1; CD277; BT3.1; BTN3A1; BTF5,-7.3762,0,0
ENSG00000027001,EC 3.4.24.59,HMIP; MIPEP; COXPD31; MIP,24.9354,1,0
ENSG00000027075,EC 2.7.11.13,PKCL; PKC-L; PRKCL; PRKCH; nPKC-eta,-3.7952,0,0
ENSG00000027644,EC 2.7.10.1,IRR; INSRR,1.1551,0,0
ENSG00000027697,-,CD119; IFNGR; IMD27A; IFNGR1; IMD27B,-10.6961,0,0
ENSG00000027847,EC 2.4.1.-; EC 2.4.1.133,EDSP1; XGALT1; XGPT1; EDSSLA; B4GALT7; EDSSPD1; XGPT,2.9978,0,0
ENSG00000027869,-,TSAD; F2771; SH2D2A; VRAP; SCAP,-3.8147,0,0
ENSG00000028116,EC 2.7.11.1,VRK2,-6.2297,0,0
ENSG00000028137,-,TNFR2; CD120b; TBPII; p75; TNF-R-II; TNF-R75; TNFR80; TNFRSF1B; TNFBR; TNFR1B; p75TNFR,-6.2297,0,0
ENSG00000028203,-,VEZATIN; VEZT,-10.6961,0,0
ENSG00000028277,-,OCT2; OTF2; Oct-2; POU2F2,-3.8147,0,0
ENSG00000028310,-,BRD9; LAVS3040; PRO9856,-10.6961,0,0
ENSG00000028528,-,VPS5; HsT17379; SNX1,-10.0112,0,0
ENSG00000028839,-,MGC:8389; TLF; STUD; MGC:9620; TBPL1; TLP; TRF2,-3.2513,0,0
ENSG00000029153,-,PASD9; MOP9; ARNTL2; CLIF; bHLHe6; BMAL2,-0.9827,0,0
ENSG00000029363,-,bK211L9.1; BCLAF1; BTF,-7.3762,0,0
ENSG00000029364,-,ZIP-9; ZIP9; SLC39A9,0.9725,0,1
ENSG00000029534,-,SPH1; SPH2; ANK; ANK1,-1.7369,0,0
ENSG00000029559,-,BSP-II; IBSP; BSP; BNSP; SP-II,-10.6961,0,0
ENSG00000029639,EC 2.1.1.-,CGI75; mtTFB1; CGI-75; mtTFB; TFB1M,6.6493,1,0
ENSG00000029725,-,RAB5EP; RABPT5; RABEP1,-10.0112,0,0
ENSG00000029993,-,HMG2A; HMG-4; HMGB3; HMG4; HMG-2a,-6.2297,0,1
ENSG00000030066,-,NUP160; NPHS19,-10.6961,0,0
ENSG00000030110,-,BAK; BAK-LIKE; BAK1; CDN1; BCL2L7,4.5081,1,1
ENSG00000030304,EC 2.7.10.1,FADS1; CMS9; FADS; MUSK,1.9029,0,0
ENSG00000030419,-,ANF1A2; IKZF2; ZNF1A2; HELIOS; ZNFN1A2,-3.8147,0,0
ENSG00000030582,-,CLN11; PCDGF; GP88; GRN; GEP; PEPI; PGRN,19.3217,0,0
ENSG00000031003,-,FAM13B1; ARHGAP49; N61; C5orf5; FAM13B; KHCHP,-0.9827,0,0
ENSG00000031081,-,CDGAP; ARHGAP31; AOS1,-0.9827,0,0
ENSG00000031544,-,-,0,-1,-1
ENSG00000031691,-,CENPQ; CENP-Q; C6orf139,-10.6961,0,0
ENSG00000031698,EC 6.1.1.11,NEDMAS; SARS; SARS1; SERRS; SERS,-0.8105,0,1
ENSG00000031823,-,RANBP3,-3.4637,0,0
ENSG00000032219,-,RBBP1; RBBP-1; RBP1; RBP-1; ARID4A,-0.9827,0,0
ENSG00000032389,-,EIPR-1; EIPR1; TSSC1,-6.2297,0,0
ENSG00000032444,EC 3.1.1.5,SPG39; NTE; iPLA2delta; BNHS; LNMS; NTEMND; OMCS; PNPLA6; sws,37.826,0,0
ENSG00000032742,-,D13S1056E; DAF19; TG737; IFT88; TTC10; hTg737,-2.6591,0,0
ENSG00000033011,EC 2.4.1.142,hMat-1; HMAT1; HMT-1; CDG1K; HMT1; MT-1; ALG1; Mat-1,-10.6961,0,0
ENSG00000033030,-,PFBMFT5; ZCCHC8,-7.3854,0,0
ENSG00000033050,-,ABCF2; ABC28; EST133090; HUSSY18; HUSSY-18,1.3533,1,0
ENSG00000033100,EC 2.4.1.226; EC 2.4.1.-,chPF-2; CSGlcAT; ChSy-3; CHPF2; CSGLCA-T,37.826,0,0
ENSG00000033122,-,LRRC7; DENSIN,-3.4081,0,-1
ENSG00000033170,EC 2.4.1.68,CDGF; CDGF1; FUT8,-6.2297,0,0
ENSG00000033178,EC 6.2.1.45,UBA6; E1-L2; MOP-4; UBE1L2,-10.6961,0,0
ENSG00000033327,-,GAB2,-6.2297,0,0
ENSG00000033627,-,ATP6N1A; VPP1; ATP6V0A1; ATP6N1; a1; Stv1; Vph1,-7.9301,0,1
ENSG00000033800,EC 2.3.2.-,DDXBP1; GBP; GU/RH-II; PIAS1; ZMIZ3,-5.5448,0,0
ENSG00000033867,-,NBCN1; SBC2; SLC4A7; NBC3; NBC2; SLC4A6,1.3533,0,0
ENSG00000034053,-,D15S1518E; HsT16821; APBA2; MINT2; X11-BETA; LIN-10; MGC:14091; X11L,-3.2513,0,0
ENSG00000034063,-,-,0,-1,-1
ENSG00000034152,EC 2.7.12.2,SAPKK2; MAP2K3; MEK3; MAPKK3; SAPKK-2; PRKMK3; MKK3,-5.2802,0,0
ENSG00000034239,-,EFCAB1,-6.2297,0,1
ENSG00000034510,-,MIG12; TB10; TMSB10,-10.6961,0,1
ENSG00000034533,-,ASTE1; HT001,-6.2297,0,0
ENSG00000034677,EC 2.3.2.31,RNF19; RNF19A,-4.193,0,0
ENSG00000034693,-,PEX3; TRG18; PBD10B; PBD10A,-0.1721,0,0
ENSG00000034713,-,GEF2; GATE-16; GEF-2; GABARAPL2; ATG8; ATG8C; GATE16,-0.9827,0,1
ENSG00000034971,-,GPOA; JOAG1; MYOC; GLC1A; TIGR; JOAG,-6.2297,0,0
ENSG00000035115,-,SH3YL1; RAY,-6.2297,0,0
ENSG00000035141,-,FAM136A,10.644,1,1
ENSG00000035403,-,MV; CMD1W; HEL114; CMH15; MVCL; VCL,-6.6912,0,0
ENSG00000035499,-,BRCC3; XTP1; DEPDC1B,0.9725,0,0
ENSG00000035664,EC 2.7.11.1,DRP-1; DRP1; DAPK2,-6.2297,0,0
ENSG00000035681,-,FAN; GRAMD5; NSMAF,-1.9231,0,0
ENSG00000035687,EC 6.3.4.4,ADSS; ADEH; ADSS2; ADSS 2,-6.8878,0,0
ENSG00000035720,-,BRDG1; STAP-1; STAP1,-1.3535,0,0
ENSG00000035862,-,DDC8; TIMP2; CSC-21K,37.826,0,0
ENSG00000035928,-,RFC1; CANVAS; RFC140; PO-GA; RECC1; A1; MHCBFB; RFC,1.4501,0,0
ENSG00000036054,-,TBC1D23; PCH11; NS4ATP1,19.3217,0,0
ENSG00000036257,-,CUL-3; CUL3; PHA2E,-8.2811,0,0
ENSG00000036448,-,TTNAP; MYOM2,-1.6733,0,0
ENSG00000036473,EC 2.1.3.3,OTC; OCTD,7.1641,1,0
ENSG00000036530,EC 1.14.14.25,CP46; CYP46; CYP46A1,-4.079,0,1
ENSG00000036549,-,ZZZ3; ATAC1,-5.4491,0,0
ENSG00000036565,-,SLC18A1; VMAT1; VAT1; CGAT,-3.2256,0,1
ENSG00000036672,EC 3.4.19.12,USP9; USP2; UBP41,3.1492,0,0
ENSG00000036828,-,CAR; NSHPT; HHC1; FHH; HYPOC1; PCAR1; CASR; FIH; EIG8; GPRC2A; HHC; hCasR,35.7616,0,1
ENSG00000037042,-,TUBG2,-3.784,0,0
ENSG00000037241,-,RPL26P1; RPL26L1,-0.8809,0,0
ENSG00000037280,EC 2.7.10.1,FLT-4; FLT4; VEGFR3; FLT41; VEGFR-3; LMPH1A; LMPHM1; CHTD7; PCL,19.3217,0,0
ENSG00000037474,EC 2.1.1.-; EC 2.1.1.203,TRM4; SAKI; NSUN2; MRT5; MISU,-6.2297,0,0
ENSG00000037637,-,FBXO42; JFK; Fbx42,-6.2297,0,0
ENSG00000037749,-,MFAP3,-10.6961,0,0
ENSG00000037757,EC 5.3.1.23,M1Pi; Ypr118w; MRI1; MRDI; MTNA,-7.8105,0,0
ENSG00000037897,EC 2.1.1.33; EC 2.1.1.-,TRMT8; YDL201w; C12orf1; TRM8; METTL1,-2.4214,0,0
ENSG00000037965,-,HOXC8; HOX3; HOX3A,-10.6961,0,0
ENSG00000038002,EC 3.5.1.26,AGU; GA; ASRG; AGA,-7.9301,0,0
ENSG00000038210,EC 2.7.1.67,PIK42B; PI4K2B; PI4KIIB,-3.3441,0,0
ENSG00000038219,-,BOD1L; FAM44A; BOD1L1,-3.0047,0,0
ENSG00000038274,-,MAT2B; MAT-II; SDR23E1; TGR; MATIIbeta; Nbla02999,2.8433,0,0
ENSG00000038295,EC 3.4.24.-,TLL; TLL1; ASD6,-10.6961,0,0
ENSG00000038358,-,RCD-8; EDC4; HEDLS; Ge-1; RCD8; GE1; HEDL5,-8.0704,0,0
ENSG00000038382,EC 2.7.11.1,MEBAS; tgat; MRD44; MRD63; TRIO; ARHGEF23,-0.9827,0,0
ENSG00000038427,-,VCAN; ERVR; GHAP; WGN; CSPG2; PG-M; WGN1,37.826,0,0
ENSG00000038532,-,Gop-1; CLEC16A; KIAA0350,-1.8276,0,0
ENSG00000038945,-,CD204; SR-AI; phSR2; SR-AII; SRA; phSR1; MSR1; SCARA1; SR-A; SR-AIII,-0.9827,0,0
ENSG00000039068,-,CDHE; ECAD; CDH1; BCDS1; LCAM; CD324; UVO; Arc-1,1.0616,0,0
ENSG00000039123,EC 3.6.4.13,fSAP118; Dob1; KIAA0052; MTREX; SKIV2L2; Mtr4,-3.3441,0,1
ENSG00000039139,-,DNAHC5; KTGNR; DNAH5; CILD3; HL1; PCD,19.3217,0,0
ENSG00000039319,-,ZFYVE16; PPP1R69,-10.0112,0,0
ENSG00000039523,-,RIPOR1; FAM65A,3.321,0,0
ENSG00000039537,-,C6,-10.6961,0,0
ENSG00000039560,-,NORPEG; RAI14; RAI13,-3.2256,0,0
ENSG00000039600,-,SOX30,-2.86,0,0
ENSG00000039650,EC 2.7.1.78; EC 3.1.3.32,EIEE10; PNKP; MCSZ; AOA4; CMT2B2; PNK,37.826,0,0
ENSG00000039987,-,VMD2L1; BEST2,-8.2616,0,0
ENSG00000040199,EC 3.1.3.16,PHLPP2; PPM3B; PHLPPL,-1.7857,0,0
